a,GLCM1,GLCM2,GLCM3,GLCM4,GLCM5,GLCM6,GLCM7,GLCM8,GLCM9,GLCM10,GLCM11,GLCM12,GLCM13,GLCM14,GLCM15,GLCM16,GLCM17,GLCM18,GLCM19,GLCM20,GLCM21,GLCM22,GLCM23,GLCM24,GLCM25,GLCM26,GLCM27,GLCM28,GLCM29,GLCM30,GLCM31,GLCM32,GLCM33,GLCM34,GLCM35,GLCM36,GLCM37,GLCM38,GLCM39,GLCM40,GLCM41,GLCM42,GLCM43,GLCM44,GLCM45,GLCM46,GLCM47,GLCM48,GLCM49,GLCM50,GLCM51,GLCM52,GLCM53,GLCM54,GLCM55,GLCM56,GLCM57,GLCM58,GLCM59,GLCM60,GLCM61,GLCM62,GLCM63,GLCM64
cancer_001.jpg,0.09106279869999999,-1.031458335,0.8287760059999999,0.2685300701,-0.011317128300000001,-0.009595306,0.0279483425,0.1090990664,0.14484401189999999,0.072499312,0.1670517335,-0.029723956800000003,0.0103874684,0.13017066130000002,-0.1255776701,-0.0011746729,-0.0137239282,0.0528861718,0.0156902582,0.1169939768,-0.0056775987,0.010390844599999999,-0.0160993664,0.0021736849,-0.0181718816,-0.007376103199999999,-0.010556931799999999,0.0240742816,0.0559438582,-0.0001033166,-0.0454454041,-0.0239312779,0.0146643137,-0.0034507685999999997,-0.0013854908,0.040696470400000004,0.0110109915,-0.0183925131,0.0060891769999999994,-0.0120816632,0.014344624399999999,0.0028415344,0.0057833639000000004,0.015450498200000001,0.0009873395,0.0032155728999999997,0.0034973974,-0.001300159,0.0007493042999999999,-0.00022776709999999998,-0.0028714721999999995,0.0026996059,-0.0051242565,-0.0012776375999999999,-0.0006335676,-0.0013570578,-0.0024754708,-0.0021129121,0.0018787526,0.0034600168,0.0016661405,0.0029985394,-0.0020555608,-0.0016945989000000002
cancer_002.jpg,-0.2768900297,0.2058088306,0.0552213627,0.0204170305,-0.1697840443,0.0440095545,0.2250228732,0.0754729412,-0.10737599269999999,-0.21798254620000002,-0.09670620369999999,-0.114699925,0.1159792653,0.0510219524,-0.1115339658,-0.0613939667,-0.0150797597,-0.06448395059999999,0.1179175357,0.030568671000000002,-0.0661923836,0.0061254267000000005,0.032182945,-0.049772110999999994,0.0625892704,-0.0035236296,-0.0382672159,-0.0021770745,0.0444420311,0.073588785,0.0431192822,-0.023947264700000002,0.026126731099999998,-0.011654797199999999,0.033636499,-0.0096902736,0.0213045036,0.0319794143,0.0112439126,0.0021070357,0.0203646699,-0.0019499925,-0.0039709789,-0.0108068476,-0.012759407,0.0011700389,0.0069271165,-0.0104174855,0.0063133015,0.0008796489999999999,-0.0008872577,-0.0075916302,-0.0042629619,0.0029849388,0.0034622146,0.0014233735,-0.0032527309000000004,-0.0045383322,0.0039572037,0.0029283575,0.0004326169,-0.0021584025,0.0008188456,0.0008193593
cancer_003.jpg,1.1990190978,-1.2001803957,0.09756350400000001,1.0203249914,0.203318093,0.1311052631,0.441680777,-0.0957055882,0.8179746413,0.45636216049999995,-0.12117780119999999,-0.318339645,0.0420661037,-0.1588619899,0.049071159100000004,-0.268429161,-0.2099722456,-0.1400771249,0.1954190699,-0.045310362300000004,0.09859144460000001,-0.0271006488,-0.009960306700000001,-0.048332276699999996,0.0082997151,0.0815617701,0.06636595769999999,-0.011429118600000001,-0.07240662469999999,0.0072480939000000005,-0.0380521356,-0.014207738700000002,-0.0348564574,0.0087463221,0.0085277012,-0.0125885193,0.013200953100000001,-0.0142153041,0.002233455,0.0048222009,0.0043101883,-0.013047002700000001,0.0024370719,-0.0033995859999999996,-0.0020828779,-0.0057600936,-0.0027346391999999997,-0.0035653559000000004,-0.0043104167,0.0009966186,0.0001489939,-0.00017060909999999999,0.001173201,-0.0076284596999999996,-0.0058732912,0.0007875894,0.0008486784,0.0015382448,-0.0022129682999999997,0.000974038,0.0017469465,-0.0021644735000000003,0.0002432961,0.0011976337
cancer_004.jpg,0.3049936851,0.0593907574,-0.2503163278,0.0201596182,0.3321043742,0.17378708980000002,-0.5524658988000001,0.5433482840999999,0.5348219152,-0.4584590407,-0.3928480781,-0.2442858227,-0.1221638285,0.019178891899999998,-0.1230026351,0.2809443464,0.0870983115,0.224797279,-0.013955753700000002,-0.060680757099999996,-0.033913044100000005,0.0393560098,-0.0702494952,-0.17305922199999998,0.09928591560000001,0.17449355390000001,0.049615781100000006,-0.0075495321999999995,0.0383991943,0.026313586400000002,0.1184532777,-0.0311282148,0.06598993480000001,-0.0481788303,0.0125396256,0.0048070538,-0.0061193835,-0.0043733886,0.034034909700000004,-0.0018229739000000002,-0.0212894217,-0.017243150500000002,-0.002949737,-0.0092179693,0.0048304039,0.0035939955999999998,0.0099481721,0.0050018393,-0.0028600983000000003,-0.006082997,0.0029591049,-3.8632e-06,-0.0016221262,-0.0028880617999999998,1.2454000000000001e-05,-0.0055126412,-0.0013003272999999999,-0.0014776163,0.001454576,-0.0012810881,0.0003176914,-0.0001890884,0.0003576667,0.0014338948
cancer_005.jpg,0.3304927407,-0.40652491310000005,-0.4159623803,-0.0214138058,-0.12168047039999999,0.1328532917,-0.4739548886,-0.0398120726,-0.3277340565,-0.2245959593,-0.1836930709,-0.0670414413,-0.0202148217,0.014728796899999999,0.1032918171,0.2696765034,-0.0719306403,0.0921881709,-0.1099938132,0.0946186405,0.1457185986,0.0363359403,0.0887433631,-0.0554402143,-0.08800823599999999,-0.0923857664,0.009363134,-0.1044340747,0.0640509947,0.0172089992,0.0234715237,-0.011650673200000001,-0.012893773400000001,0.0053275944,0.0047558369,-0.007104932800000001,0.0102704868,0.005447654499999999,0.0027709742,0.0032954783000000002,0.005746690699999999,-0.0072630837,-0.0039586607,0.0030322404,0.004165039099999999,0.0021212905,0.0043824028999999995,-0.0004945042,-0.0029116504999999997,-0.0018128492000000001,-0.0014994692,0.002671336,-0.0023720343,-0.0015181232999999998,0.0023192538,-0.0022994423999999998,0.00028230169999999996,1.5042e-06,0.0011559074,0.0024535271,0.0004139036,0.0024859099,0.00021780290000000002,0.00024162919999999997
cancer_006.jpg,0.5462004115,-0.277519436,-0.7922784582,0.0386237366,-0.1253523633,-0.4048964522,-0.45027758520000005,0.3256729465,-0.4223173825,-0.42274726119999995,0.10552651630000001,-0.1208018388,-0.2619972694,0.358510605,0.24008921789999998,0.2503428068,-0.2318036998,-0.09990624039999998,-0.1427096885,0.0883112459,0.068501775,0.0884283301,0.0585907531,0.001270832,0.1455786362,-0.0788293768,0.0278296456,-0.0805200056,-0.0083312782,0.0126880436,0.0940392462,-0.0347942543,-0.040712776,-0.012062545400000001,-0.0076839767,0.0094961518,0.0180845416,-0.003242306,-0.0054289685,-0.0043470085,0.0061103856000000005,0.0024303218,-0.0023067456,-0.0023532174,0.009429416099999999,0.0004635897,-0.0027740686,0.0032575124,-0.0011788073,-0.0043490711,0.00015357459999999998,0.0031927412,-0.0065442485,-0.0011886919,0.0038728978999999996,0.0035570154,0.0007908578,0.0017998804000000001,-0.0011912967,8.90058e-05,-0.0022076581,-0.0002532384,-5.6981199999999996e-05,0.0018311188000000001
cancer_007.jpg,0.08424219990000001,-0.4266660178,0.14290942,-0.1036242223,-0.2970827907,0.117375565,-0.0954151899,-0.3010898734,-0.07531306759999999,-0.1220265459,-0.1958890354,0.2491961939,0.046742601200000004,-0.2663718317,0.1749504536,-0.020589076,0.1272832751,-0.0319389878,-0.1063779025,0.049572906900000005,-0.0072158328,0.0034798615,0.1038678827,-0.0084848918,-0.0368665358,0.0058037843999999995,0.0794606163,0.0398813265,-0.0511712838,0.0300995911,-0.023743759500000003,0.0610034095,-0.0641220008,0.0146306431,0.0006776931,0.0080552009,-0.0093216138,-0.006509735,0.0039285271,-0.00033279919999999996,0.0047653751,-1.84514e-05,-0.0165526976,0.0012822098,0.0037805807,-0.00040119129999999995,0.0098948839,-0.0022206476000000003,-0.0017514609,0.001658188,-0.0006819247,0.0018617653,-0.0012115238,0.0028629269,-0.0007180567,-0.0005905309,0.0007637205,-0.0019113908999999999,-0.0026869085999999998,0.0024631478,-4.8238699999999996e-05,-0.0009883542,-0.0013526141,0.0006252146
cancer_008.jpg,1.2518880483,1.5828884065,0.4809933953,-0.6626780195,0.7988092218999999,0.029496493199999998,-0.5197013352000001,0.20130735309999997,0.1546009674,0.6074307116,-0.471629165,0.8294021598000001,-0.0480460059,0.6479805922999999,0.21028461440000001,-0.35668184329999997,-0.0804904981,0.052474449699999995,0.3160148357,0.3486337225,0.1522585077,0.1807963158,-0.030523045899999997,0.0412445032,-0.0668720029,0.0077448474,-0.0374551019,0.0088578048,-0.031309082,0.0814351379,0.0417969645,-0.0287587337,-0.0325331545,-0.0110209621,-0.0021612258,0.0131984687,-0.014770431899999999,-0.0008694864999999999,-0.002639832,0.0004773054,-0.015826421599999998,0.0031370876,0.0036024896999999998,0.0012964496,0.0008387773,0.0026543384999999997,0.0082425559,-0.0053718705000000005,0.0022261851,0.0052420995,-0.0033711938,-0.001485674,-0.0052172807,0.0017695933,-0.0036304493,-0.0005267554,0.0011758366,-0.0013914629,-0.0009842497,0.0018084238,-0.0017419488,0.0009370089999999999,0.0015306525,0.0026728053000000004
cancer_009.jpg,0.45837954579999995,0.1317875963,0.0664264103,0.5187469726,0.5766703623,0.2398325832,-0.24906541780000002,-0.3397416709,-0.4997383852,-0.27169343,-0.1781986841,-0.0484527655,-0.1804833596,-0.2554732703,0.3497795752,-0.0807249453,-0.10273379949999999,0.0303312621,0.1081874575,0.1009093607,0.022542410099999997,0.0976463624,0.021443979900000004,-0.06902360440000001,-0.0619735851,-0.018229118500000002,0.0172840859,-0.0854153276,0.1361036054,-0.1271243191,-0.048404543200000004,0.09956177779999999,0.0030813525,0.0230248899,-1.3900599999999999e-05,0.0352582096,-0.0013051245,-0.0041605942,-0.0078075886,0.0151797972,-0.0070410102,0.009103494,-0.0043372211,0.012984728999999999,0.0041762627,-0.0024223513,-0.0021565321,0.0018559618,-0.0022918542,-0.004422184,-0.0033233571000000003,-0.0037955708,-0.0048038433,-0.0044267014,0.0025852505,0.0022418031,-0.0021537742000000003,-0.0035594158,-0.0019429506,-8.881299999999999e-05,0.0048163243,-0.0005458558999999999,-0.0018726609,0.002720047
cancer_010.jpg,1.0193964704,-0.022196578300000002,0.2629335721,-0.14706480759999999,-0.3048966715,-0.23991615170000002,0.2666589809,0.32974192280000003,-0.2348281368,0.0304888898,-0.2910824554,0.29184142820000003,-0.44611253079999996,-0.0165093282,-0.0268871465,-0.0485315151,0.062314467000000005,-0.0838344806,0.1999361291,-0.28189226489999997,0.18672968899999998,-0.1401343557,0.0286350854,-0.010655068799999999,0.0337079319,-0.0242637652,-0.0220498452,-0.07105856440000001,0.0638396978,0.033564171600000005,-0.0783515487,0.014795036200000002,0.0385237858,-0.0330695739,0.0237849873,-0.0413443063,0.0018616489000000001,-0.0074221372,-0.0175930524,0.0024946846,-0.0046830906,0.0024144348000000003,-0.0020301378,0.003434992,-0.005954399799999999,0.0043271201,0.0052521760999999995,0.0090908223,0.0089401816,0.0007584884,-0.0048519266,-0.0001816895,0.002820277,-0.0037036366,0.0014148466,0.0056614449,0.006446790799999999,0.0026044114,1.2219100000000001e-05,0.0040815453,-0.0013472087,0.0004823919,0.0005581072,0.0022070748999999997
